source;translation;type;module;status;customer
"Moneybookers";"Moneybookers";B;;N;N
"Moneybookers Email";"Moneybookers e-mail";B;;T;N
"Bank / Wire transfer";"Banca / transfer bancar";B;;T;N
"Bank account name";"Numele contului bancar";B;;T;N
"Bank account number";"NumÄrul contului bancar";B;;T;N
"Bank name";"Numele bÄncii";B;;T;N
"Bank code";"Codul bÄncii";B;;T;N
"Bank address";"Adresa bÄncii";B;;T;N
"Bank SWIFT code";"Codul SWIFT al bancii";B;;T;N
"Affiliate program";"Programul de afiliere";B;;T;N
"Welcome to affiliate program";"Bine ati venit la programul de afiliere";B;;T;N
"Merchants";"ComercianĹŁi";B;;T;N
"It is not possible to changes privileges for default role %s";"Nu este posibil sa schimbati privilegiile pentru rolul implicit";S;;T;N
"Recurring";"Recurent";C;;T;N
"Referral";"Referire";C;;T;N
"Chargeback";"Taxare inversÄ";C;;T;N
"Affiliates in group";"AfiliaĹŁi Ă®n grup";C;;T;N
"Back to campaign";"ĂŽnapoi la campanie";C;;T;N
"MerchantsDescription";"Multiplii comercianti va permit sa aveti mai multi de un administrator, care pot accesa sistemul de Pro Afiliere Post. Pentru fiecare comerciant puteti sa setati roluri de configurare diferite pentru a personaliza drepturile sale Ă®n sistem.";C;merchant;T;N
"New user role you can create by copying of existing role to new role. Default roles can't be deleted or modified!";"Noul utilizator il puteĹŁi crea prin copierea rolului existent la noul rol. Rolurile implicite nu pot fi Ĺźterse sau modificate!";C;;T;N
"Recurring commission";"Comision recurent";S;;T;N
"Rank";"Rang";B;;T;N
"Missing banner id";"ID-ul bannerului lipseste";S;;T;N
"Banner Rotator";"Banner rotator";B;;T;N
"Failed to change status of selected recurring transaction(s)";"Nu a reuĹźit sÄ schimbe statusul tranzacĹŁiilor recurente selectate";S;;T;N
"Last commission";"Ultimul comision";S;;T;N
"Each 15 minutes";"Fiecare 15 minute";B;;T;N
"Quarterly";"Trimestrial";B;;T;N
"Semiannualy";"Semi-anual";B;;T;N
"Failed to make refund / chargeback of selected transaction(s)";"Nu a reuĹźit sÄ facÄ restituirea / taxa inapoiata a tranzacĹŁiilor selectate";S;merchant;T;N
"Preset name must be unique";"Numele presetat trebuie sÄ fie unic";S;;T;N
"Last commission date";"Data ultimului comision";S;merchant;T;N
"%s banners";"Bannere";C;affiliate;T;N
"Add To Rotator";"AdÄugati la rotator";C;;T;N
"Select Banner";"SelectaĹŁi Bannerul";C;;T;N
"Rotator";"Rotator";C;;N;N
"Are you sure you want to change status of selected recurring commission(s)?";"SunteĹŁi sigur cÄ vreti sÄ schimbati statusul comisioanelor recurente selectate?";C;;T;N
"RecurringCommissionsListDescription";"GestionaĹŁi-vÄ comisioanele recurente.";C;;T;N
"Refund management";"Managementul rambursarii";C;merchant;T;N
"Do you really want to set refund / charge back on the selected transaction(s)?";"Chiar vreiti sÄ setaĹŁi restituirea / taxa inapoiata a tranzacĹŁiilor selectate?";C;merchant;T;N
"Make refund";"A face restituirea";C;merchant;T;N
"Make charge back";"AsiguraĹŁi taxa Ă®napoiata";C;merchant;T;N
"Edit available countries";"Editarea ĹŁÄrilor disponibile";C;merchant;T;N
"Update license";"Actualizarea licenĹŁei";C;;T;N
"Revalidate license";"Revalidarea licenĹŁei";C;;T;N
"Invalid license";"LicenĹŁÄ invalida";C;;T;N
"License ID can not be empty";"ID-ul licenĹŁei nu poate fi gol";C;;T;N
"CPM";"CPM";B;;N;N
"Username (Email)";"Nume de utilizator (email)";B;;T;N
"IP";"IP";S;;N;N
"Tier";"Nivelul";S;;T;N
"Unknown";"Necunoscut";B;;T;N
"First Name";"Prenume";B;;T;N
"Last Name";"Nume";B;;T;N
"commission group";"Comisia de grup";B;;T;N
"Campaign name";"Numele campaniei";B;;T;N
"Id";"Id-ul";B;;T;N
"Recurring commissions";"Comisioanele recurente";B;;T;N
"Daily";"Zilnic";B;;T;N
"Weekly";"SÄptÄmĂ˘nal";B;;T;N
"Monthly";"Lunar";B;;T;N
"Yearly";"Anual";B;;T;N
"Raw Clicks";"Click-uri prime";B;;T;N
"Tree of subaffiliates";"Arborele subafiliatilor";B;;T;N
"My profile";"Profilul meu";B;;T;N
"Value";"Valoare";B;;T;N
"Quick report";"Raport rapid";B;merchant;T;N
"Mail outbox";"Mail-urile netrimise";B;;T;N
"Report problems";"Raportul problemelor";B;merchant;T;N
"Approved";"Aprobat";B;;T;N
"Pending";"ĂŽn aĹźteptare";B;;T;N
"Payout History";"Istoria platilor";S;merchant;T;N
"payees";"beneficiarii";S;merchant;T;N
"Referer url";"URL-ul referent";S;merchant;T;N
"Click";"Clic";B;;T;N
"Email sent";"E-mail trimis";S;merchant;T;N
"Error while sending mail";"Eroare la trimiterea mail-ului";S;merchant;T;N
"paid";"plÄtit";B;;T;N
"File not exist";"FiĹźierul nu existÄ";B;;T;N
"It is not allowed to upload file bigger as %s bytes. Your file has size %s bytes.";"Nu este permis sÄ Ă®ncÄrcaĹŁi fiĹźier mai mare ca %s octeti. Dimensiunea fiĹźierului dvs. are %s octeti.";S;;T;N
"Select Language";"SelectaĹŁi limba";B;;T;N
"Installing templates";"Instalarea Ĺźabloanelor";S;;T;N
"DONE";"Incheiat";S;;T;N
"Commissions: ";"Comisioane:";S;affiliate;T;N
"Contact us";"Contactati-ne";B;affiliate;T;N
"Raw";"Brut";B;;T;N
"Unique";"Unic";B;;T;N
"Request New Password";"SolicitaĹŁi o parolÄ nouÄ";B;;T;N
"Cookie settings";"SetÄrile cookie-urilor";S;merchant;T;N
"HEADER";"Header";S;merchant;T;N
"MENU";"Meniu";S;merchant;T;N
"CONTENT";"Ciontinut";S;merchant;T;N
"FOOTER";"Subsol";S;merchant;T;N
"Campaign type";"Tipul campaniei";B;;T;N
"Tasks waiting for approval";"Task-uri in asteptare pentru aprobare";S;merchant;T;N
"Traffic overview";"Privire de ansamblu asupra traficului";S;;T;N
"URL Parameter Names";"Numele parametrilor URL-ului ";B;merchant;T;N
"Parameter names";"Numele parametrilor ";S;merchant;T;N
"Real list should look like this";"Lista reala ar trebui sÄ arate asa";S;merchant;T;N
"Fields";"Domenii";B;merchant;T;N
"DirecLink Urls";"URL-urile DirectLink-urilor";S;merchant;T;N
"Report problem";"Raportul problemei";S;merchant;T;N
"in";"Ă®n";S;merchant;T;N
"Signup commissions";"Inregistrarea comisioanelor";B;merchant;T;N
"Email settings";"SetÄrile email-ului";B;;T;N
"Mail account setup";"Setarea email-ului";S;;T;N
"version";"versiune";S;;T;N
"Background Color";"Culoare de fundal";S;;T;N
"Email Notifications";"NotificÄrile email-ului";C;;T;N
"Download Signup form";"Descarca formularul de inscriere";C;affiliate;T;N
"Download Login form";"Descarca formularul de autentificare";C;affiliate;T;N
"Are you sure want to delete selected channel?";"Sunteti sigur cÄ vreti sÄ ĹźtergeĹŁi canalul selectat?";C;affiliate;T;N
"Sale";"VĂ˘nzare";B;;T;N
"Lead";"Comanda";C;;T;N
"Action";"AcĹŁiune";B;;T;N
"Unpaid";"NeplÄtit";B;;T;N
"per Action";"pe acĹŁiune";C;;T;N
"Add affiliate";"Adauga afiliat";C;;T;N
"Retype password";"RepetÄ parola";C;merchant;T;N
"Private - Visible only for invited affiliates";"Privat - Vizibil doar pentru afiliatii invitati";B;;T;N
"Email Templates";"Ĺžabloanele email-ului";C;;T;N
"Payout Options";"OpĹŁiuni de platÄ";C;merchant;T;N
"Banners manager";"Bannere manager";C;merchant;T;N
"Affiliate signup";"Inscrierea afiliatului";B;merchant;T;N
"Event Logging";"Evenimentul autentificarii";C;merchant;T;N
"Getting Started";"NoĹŁiuni de bazÄ";C;merchant;T;N
"MerchantHomeDescription";"Mai jos puteti vedea, sarcini care sunt Ă®n aĹźteptare pentru aprobarea dvs. Ĺźi imaginea de ansamblu a traficului programului de afiliere";C;merchant;T;N
"New";"Nou";C;merchant;T;N
"none";"nici unul";C;merchant;T;N
"Create Banner";"CreaĹŁi banner";C;merchant;T;N
"Banners & Links Formats";"Bannere & Link-uri Formate";C;merchant;T;N
"impressions";"impresii";C;merchant;T;N
"clicks";"clicuri";C;merchant;T;N
"sales";"de Vanzare";C;merchant;T;N
"Enabled";"Activat";C;merchant;T;N
"Disable";"DezactiveazÄ";C;;T;N
"Disabled";"Dezactivat";C;;T;N
"Enable";"Activeaza";C;;T;N
"URL";"URL-ul";B;;T;N
"Image Url";"URL-ul imaginii";C;merchant;T;N
"Width";"LÄĹŁime";B;merchant;T;N
"Height";"ĂŽnÄlĹŁime";B;merchant;T;N
"Flash Url";"URL-ul flash";C;merchant;T;N
"Invoice Format";"Formatul facturii";C;merchant;T;N
"VAT Handling";"TVA-ul de manipulare";C;merchant;T;N
"CheckBox";"CheckBox";C;merchant;N;N
"page";"paginÄ";C;merchant;T;N
"Referral commission";"Sesizarile comisioanelor";B;merchant;T;N
"Automatic approval";"Aprobare automata";C;merchant;T;N
"Manual approval";"Aprobare manuala";C;merchant;T;N
"All Affiliates";"Toti afiliaĹŁii";C;merchant;T;N
"per Sale";"Pe vanzare";B;;T;N
"Select Wallpaper";"SelectaĹŁi imaginea";C;;T;N
"Are you sure you want to set ";"Sunteti sigur cÄ vreti sÄ setaĹŁi";C;;T;N
"delete";"Ĺźterge";C;;T;N
"Add link";"Adauga link-ul";C;;T;N
"Back";"ĂŽnapoi";C;;T;N
"Internal Error";"Eroare internÄ";C;;T;N
"English Name";"Nume englezesc";C;;T;N
"Set new password";"SetaĹŁi o parolÄ nouÄ";C;;T;N
"details";"detalii";B;;T;N
"Campaign:";"Campanie:";S;merchant;T;N
"Buy feature";"Cumpar caracteristica";S;merchant;T;N
"%s% of users bought this feature";"%s% dintre utilizatorii au cumpÄrat aceastÄ caracteristica";C;;T;N
"Payment link not loaded yet";"Link-urile de platÄ nu sunt Ă®ncÄrcate Ă®ncÄ";C;;T;N
"Buy selected features";"Cumpar caracteristicile selectate";C;;T;N
"Signup bonus saved";"bonusul de inscriere salvat";S;merchant;T;N
"Signup commission";"Inregistrarea comisionului";S;merchant;T;N
"Don't send notification email";"Nu trimite e-mail de notificare";C;merchant;T;N
"ReferralCommissionDescription";"ReferralCommissionDescription";C;merchant;N;N
"Support multi tier";"Nivelul multi suportului";C;merchant;T;N
"Commission type is disabled";"Tipul comisioanelor este dezactivat";S;merchant;T;N
"Commission type not exist";"Tipul comisioanelor nu existÄ";S;merchant;T;N
"To many commission types";"La multe tipuri de comision";S;merchant;T;N
"Update files";"Actualizarea fisierelor";B;;T;N
"Error during files update (%s)";"Eroare Ă®n timpul actualizarii fisierelor";S;;T;N
"Files updated";"FiĹźiere actualizate";S;;T;N
"Invalid main directory";"Directorul principal invalid";S;;T;N
"Wrong username / password";"numele de utilizator / parola greĹźit (a)";S;;T;N
"Can not change to main directory";"Nu se poate schimba directorul principal";S;;T;N
"Directory %s does not exist";"Directorul %s nu exista";S;;T;N
"Test";"ĂŽncercare";S;;T;N
"Dynamic link";"Link dinamic";B;affiliate;T;N
"FTP Info";"Informatia FTP-ului";S;;T;N
"Destination url";"DestinaĹŁia URL-ului";C;affiliate;T;N
"Copy & Paste this code to your page to get banner displayed:";"Copiati acest cod in pagina dvs. pentru a obĹŁine banner-ul afiĹźat:";C;affiliate;T;N
"Get code";"ObĹŁineĹŁi codul";C;affiliate;T;N
"Banner dynamic link";"Link-ul bannerului dinamic ";C;affiliate;T;N
"Hostname";"Hostname";C;;N;N
"Directory";"ListÄ";C;;T;N
"Click here to see hover banner";"Click aici pentru a vedea bannerul ezitat";S;;T;N
"Options";"OpĹŁiuni";S;merchant;T;N
"Main image";"Principalele imagini";C;;T;N
"Thumbnail image";"Thumbnail imagine";C;;T;N
"Background opacity";"Opacitatea background-ului";C;;T;N
"Hover";"Pluti Ă®n aer";C;;T;N
"Cron job is not running";"Jobul cron nu ruleazÄ";S;merchant;T;N
"Error during installing templates (%s)";"Eroare Ă®n timpul instalÄrii template-urilot (%s)";S;;T;N
"This command will run job that is necessary when you generate recurring commmissions and some other features.";"Aceasta comanda va rula jobul care este necesar, atunci cĂ˘nd generati commmisioanelor recurente Ĺźi alte caracteristici.";S;merchant;T;N
"If you deactivate this feature, all rotator banners will be deleted. Are you sure you want to deactivate this feature?";"DacÄ dezactivaĹŁi aceastÄ facilitate, toate bannerele rotator vor fi Ĺźterse. SunteĹŁi sigur cÄ vreti sÄ dezactivaĹŁi aceastÄ facilitate?";B;merchant;T;N
"If you deactivate this feature, all hover banners will be deleted. Are you sure you want to deactivate this feature?";"DacÄ dezactivaĹŁi aceastÄ facilitate, toate bannerele hover vor fi Ĺźterse. SunteĹŁi sigur cÄ vreti sÄ dezactivaĹŁi aceastÄ facilitate?";B;merchant;T;N
"Cron Job Integration";"Integrarea jobului cron";C;merchant;T;N
"CronJobIntegrationDescription";"Jobul cron este necesar pentru unele caracteristici, cum ar fi comisioanele recurente. Acest ecran vÄ va ajuta sÄ-l configurati corect.";C;merchant;T;N
"Recurring commissions require cron job which is not running now. Please set it up in Tools -> Integration -> Cron Job Integration";"Comisioane recurente necesita jobul cron, care nu functioneaza acum. VÄ rugÄm sÄ setati Ă®n Unelte -> Integrare -> Integrarea jobului cron";S;;T;N
"Key %s does not exist in dictionary";"Cheie %s nu existÄ Ă®n dicĹŁionar";S;;T;N
"Could not seek file";"nu a putut solicita fiĹźierul";S;;T;N
"Assign non-referred affiliate to";"AlocaĹŁii non-menĹŁionat afiliati la";B;merchant;T;N
"Are you sure you want to select this theme for new affiliates?";"SunteĹŁi sigur cÄ vreti sÄ selectaĹŁi aceastÄ temÄ pentru filialele noi?";C;merchant;T;N
"Apply also for existing affiliates";"AplicÄ, de asemenea, pentru filialele existente";C;merchant;T;N
"Deleting campaign causes that all its banners, transactions and stats will be deleted.";"Ĺžtergand campaniea, toate bannere, tranzacĹŁiile Ĺźi statistici;e vor fi Ĺźterse.";C;merchant;T;N
"If you want to keep stats, transactions and banners change campaign status to stopped instead of deleting it.";"DacÄ doriĹŁi sÄ pÄstraĹŁi statisticile, tranzacĹŁiile Ĺźi bannerele, modificati statutului campaniei in oprit Ă®n loc de-a o Ĺźterge.";C;merchant;T;N
"Type of default campaign must be public";"Tipul campaniilor implicite trebuie sÄ fie publice";S;merchant;T;N
"GD extension is installed";"Extensia HG este instalata";S;;T;N
"GD extension is not installed";"Extensia HG nu este instalata";S;;T;N
"Please add support of gd2 extension in your php, otherwise e.g. captcha images will not work!";"VÄ rugÄm sÄ adÄugaĹŁi suportul extensiei GD2 Ă®n PHP, altfel imaginile captcha nu vor funcĹŁiona!";S;;T;N
"Affiliate ID";"ID-ul afiliatului";S;;T;N
"Hello and welcome to our affiliate program.<br/>I'm your affiliate manager, and I'm here for you if you have ANY questions or problems related to our affiliate program.<br/><br/>I wish you all success in promoting our products, and profitable partnership for both you and us.";"BunÄ ziua Ĺźi bun venit la programul nostru de afiliere. <br/> Sunt managerul dvs. Ĺźi sunt aici dacÄ aveĹŁi Ă®ntrebÄri sau orice probleme legate de programul nostru de afiliere <br/> <br/> vÄ doresc succes Ă®n promovarea produselor noastre, precum Ĺźi un parteneriat profitabil atat pentru tine cat si pentru noi.";B;;T;N
"Default language can't be deleted";"limba implicitÄ nu poate fi Ĺźtearsa";S;;T;N
"Error details: %s";"Detaliile erorii: %s";S;;T;N
"Are you sure you want to delete selected language(s)?";"SunteĹŁi sigur cÄ vreti sÄ ĹźtergeĹŁi limba selectatÄ?";C;;T;N
"Delete language";"ĹžtergeĹŁi limba";C;;T;N
"Could not connect to database. Please retype your database information again. Message: %s";"nu m-am putut conecta la baza de date. VÄ rugÄm sÄ reintroduceĹŁi informaĹŁiile dvs. in baza de date din nou. Mesaj: %s";S;;T;N
"Compatibility mode is off";"modul de compatibilitate este oprit";S;;T;N
"Please turn compatibility mode off in your php.ini";"VÄ rugÄm sa opriti modul de compatibilitate Ă®n fiĹźierul php.ini";S;;T;N
"Application requires compatibility mode off";"Modul de compatibilitate al aplicatiilor cerute este oprit";S;;T;N
"Index %s does not exist in array";"Indexul %s nu exista in matrice";S;;T;N
"Campaign for commissions can be choosen by Product ID instead of banner. To do this you need to specify all product IDs that belong to this campaign. Product IDs need to be comma separated.";"Campaniile pentru comisioane pot fi alese de ID-ul produsului Ă®n loc de banner. Pentru a face aceasta, aveĹŁi nevoie sa specificati toate ID-urile produselor care aparĹŁin acestei campanii. ID-urile produselor trebuie sÄ fie separate de virgula.";C;merchant;T;N
"Min. payout";"Min. de platÄ ";S;merchant;T;N
"All required functions are enabled";"Toate funcĹŁiile necesare sunt activate";S;;T;N
"Please enable following functions in your php.ini: %s";"VÄ rugÄm sÄ activaĹŁi urmÄtoarele funcĹŁii Ă®n php.ini: %s";S;;T;N
"Create new Mailing List";"CreaĹŁi o nouÄ lista de discutii";C;;T;N
